0	37500	57850	45250	53700	55900	53850	52800	61500	53050	54450	53550	54900	54650	55400	53850	52900	56400	52650	54950	53000	51800	53400	52300	54250	56550	54700	48950	53100	56000	53900	54250	53250	51200	55350	54400	52500	55600	56600	55800	51650	56800	55200	55950	51650	51300	54450	53750	53800	54900	53500	55850	57200	52300	56750	53450	55200	52600	50550	54550	56050	56300	50450	51000	50400	50950	49800	50050	50750	50550	49700	50000	50600	50650	50300	51150	50500	50700	50750	50050	49750	50650	51300	51100	49750	49800	50550	50050	51100	50950	51050	50450	50350	49750	51300	49650	50300	50650	51050	51300	50300	51250	50450	50350	50400	50400	50950	51300	50350	51200	50350	50400	51300	50950	51000	49800	51150	50900	49800	49750	49950	50300	51250	50900	50650	50300	51050	49900	50500	49950	51250	51050	49950	51300	50250	50350	50400	50300	50700	27800	28400	25000	24500	24700	26250	27150	25450	26550	26400	24950	23750	27450	24350	27750	26250	27250	24250	25800	27400	25950	27650	26350	25700	25200	25500	26250	24850	27550	25750	26650	24900	26850	26750	27100	26350	25700	26450	27900	26700	26500	26950	26500	25250	26400	25700	25600	26200	25700	26350	25950	27850	23100	26900	26150	25850	25300	26200	26500	27450	25750
37450	0	47050	34650	48350	46400	43550	47100	51100	49100	48100	43500	44700	44350	45100	46700	48400	46150	48800	44950	50550	48350	47650	50000	44200	46450	47500	50850	49050	46800	47300	49800	48300	48900	46550	44200	48900	47250	51700	46550	49200	47000	46450	45900	49300	48550	46300	47300	49800	47350	47950	45900	47100	49300	50600	47750	48200	48800	49350	48050	45950	46350	39550	40800	40200	41250	39650	39550	40500	40350	39500	39800	40300	40100	39750	40900	40250	40450	40500	39500	39650	40400	40750	40950	39600	39600	40400	39200	40950	41200	40950	39800	40250	39600	41200	39550	39750	40450	41350	41050	40200	41100	40150	40250	40250	39700	41300	41200	39700	40650	40100	40100	41350	40650	40900	39750	41350	40650	39800	39600	39750	40250	40850	40650	40250	39800	41300	39300	39050	39350	40800	40800	39450	41150	40200	39450	40150	40200	40450	16900	16950	14050	13650	13250	15100	15700	14650	15700	14950	14350	15000	16400	13150	16600	15650	16100	15400	14350	16100	14750	16750	14900	15050	15900	14700	15400	13950	16450	14800	16200	16150	16300	16650	18350	15900	14850	15650	17000	15300	15500	16500	15050	13800	14900	16950	14400	16600	16150	16600	17200	16700	14350	16050	15600	14650	14750	15200	15700	16250	14950
57750	46950	0	51750	65850	63950	61250	65400	68350	66550	65550	61000	62300	61500	62750	64450	65900	63550	66350	62300	68300	65500	65450	67400	61700	64000	65300	68200	66500	64150	64850	67100	65700	66300	63700	61550	66600	64500	69050	63850	67150	64650	63700	63450	66750	65900	63850	65350	67300	65000	65850	63450	64550	66500	68800	65300	65850	66350	66700	65600	63500	63700	57250	57900	57850	58950	57200	56850	58150	58000	57050	57400	57750	57700	57350	58200	57900	58150	58150	56800	57000	58050	58050	58250	57000	57150	57800	56900	58250	58950	58300	57400	57800	57100	58600	57000	57350	58100	59000	58300	57700	58550	57750	57800	57800	57450	58950	58600	57450	57950	57750	57600	58650	57800	58350	57050	58800	58150	57500	57150	57300	57800	58100	58300	57650	57450	58850	56650	57350	56700	58100	57950	56800	58550	57750	57400	57700	57750	58100	34400	35450	32950	33400	33750	34150	34450	34400	34050	33800	33200	34400	36650	33800	35600	32800	33700	34250	34850	33700	33800	34350	33700	32200	34750	34850	35200	33750	34200	33150	34150	34450	33550	35550	36000	35250	33250	34500	34350	34100	35650	33900	33850	34150	33750	34600	34150	34500	34550	34350	35750	34300	34650	35850	32950	32600	32450	33550	32800	35300	32000
45250	34600	51900	0	14300	12200	9600	14100	16700	15200	13850	9300	10750	9700	11000	12950	14450	12100	15850	10900	17100	15050	13800	16600	10000	12250	13800	17800	15150	12750	13350	15500	14050	15650	11950	10050	15150	12950	17450	12400	15750	12950	12750	11750	15550	15500	12350	13850	15750	13500	14200	11750	13000	15150	17050	13850	14400	15600	16200	13950	11750	12300	7000	6150	6200	7450	5650	6550	6400	6350	5800	5900	6100	6100	5750	6700	6250	6400	6450	6450	5950	6400	6800	6800	5900	5700	6250	7000	6750	7450	6800	5650	6100	5750	7100	5850	5650	6350	7500	6600	6000	7100	6150	6050	6100	5700	7500	7100	5750	6750	6150	5850	7200	6050	6900	5950	7300	6400	6400	5750	5750	6100	6850	6600	6150	5850	7350	6400	7000	6400	6600	6200	6450	7050	6050	6650	6050	6050	6350	21250	22150	20600	21050	21450	21800	21500	21700	20850	20800	20850	22000	21450	21550	22350	18950	21100	21850	22050	20750	21450	21750	20750	19550	21600	22550	22650	21150	20350	20000	20400	21300	19750	23150	22200	22700	20050	21500	21750	21100	21900	20700	20900	21000	20800	20800	21550	21050	21250	20700	23100	21050	22150	22100	19100	19950	19950	21050	19800	23000	19800
53650	48300	65950	14300	0	4850	7650	2400	15400	1900	2400	7600	6500	6600	6150	1800	2500	6900	3750	5200	4000	2850	700	3450	5850	5050	2600	4800	1850	3750	1700	3600	2150	2550	3100	6200	2100	3250	5500	3750	2650	6550	4100	5350	2450	2950	2400	1450	2600	2600	1050	4150	6400	3850	5600	1250	3500	2700	3200	2500	5450	3850	10700	8300	8550	7450	9350	10150	8650	8650	9500	9150	8350	9150	8850	8000	8600	8650	8700	10150	9600	8700	8250	7900	9600	9400	8050	10700	7900	7450	7900	8700	8400	9450	7750	9500	8850	8700	7550	8050	8300	7700	8450	8250	8400	8850	7500	7750	8800	8200	8450	8450	7600	8400	7800	9650	7700	8750	10100	9400	9200	8400	8300	8700	8250	8850	7500	10100	10700	10050	8100	8500	10100	7650	8350	10350	8350	8350	8700	32600	33250	34250	34750	35050	35350	34500	35700	33600	34500	34350	33950	34950	35200	36000	33200	32850	35100	35950	33500	35000	32200	34450	33700	32500	36400	35850	34750	32600	33900	32250	32200	32500	31650	32800	33300	33950	35700	33400	34650	35900	32000	34550	34900	34500	31400	35350	32750	32250	32700	34000	32700	34000	34350	33200	34050	33800	34550	34100	36500	33850
55850	46350	64000	12200	4850	0	5600	4350	14200	4850	2450	5500	4600	3100	4100	4250	5100	5850	6100	3150	7050	5900	4150	6450	2200	2650	5050	6950	4900	3550	4300	6150	4700	5700	2550	2550	4700	1600	8100	1250	5700	5550	750	4350	5900	5850	4550	3400	5600	2400	4100	3600	5200	6950	8150	3800	3250	6050	5350	2350	3250	3750	8500	6500	6400	6100	7750	8150	6700	6500	7900	7550	6550	7250	7250	5900	6450	6650	6700	8100	8000	6600	6200	5850	7950	7800	6500	8550	5850	6150	5900	7100	6250	7850	5850	7900	7300	6650	6200	6000	6250	5850	6400	6300	6300	7300	6200	5800	7250	6150	6300	6350	6050	6550	5950	8050	6000	6650	8500	7850	7650	6250	6250	6700	6650	7250	6050	7900	8650	7950	6050	6450	8050	5900	6200	8750	6350	6200	6650	30500	31250	32300	32800	33150	33600	32450	33750	31750	32500	32600	33200	33600	33300	34450	31150	30700	33650	34150	31400	33250	30100	32550	31750	31800	34550	33850	32800	30750	32150	30650	31500	30500	31000	33000	32950	32200	33600	31300	32550	34000	30400	32400	33150	32500	31650	33500	31350	31300	31100	33250	30650	33300	32800	31200	32150	31700	32800	32000	34750	31900
53800	43500	61350	9600	7650	5600	0	8050	14700	8000	5800	900	1200	4650	1550	6250	7750	3000	9700	2900	9900	8750	6950	9450	3800	3000	7100	10850	8000	4000	6500	8800	7350	8600	4600	4100	7450	5550	10750	6200	8550	3600	6350	2500	8700	9000	5900	7300	8700	5100	7100	3550	6550	9800	10850	6450	5950	9650	9250	5700	2400	4000	6500	4200	3600	4800	5150	6000	3900	3750	5300	4950	3950	4400	4650	4250	3700	3850	3950	5950	5400	3800	4500	4200	5400	5200	3850	6500	4200	4800	4150	4500	3700	5250	4450	5300	4700	3800	4900	4400	3600	4450	3550	3700	3700	4700	4850	4500	4650	4500	3500	3750	4600	4100	4200	5450	4650	4000	5900	5250	5050	3650	4450	4050	4050	4650	4700	5900	6500	5850	4400	4250	5900	4450	3600	6150	3600	3600	3850	27850	28650	29500	30000	30300	30850	29900	31000	28500	29800	29750	30650	31000	30500	31650	28450	28100	30800	31400	28800	30500	27450	29800	29050	29250	31750	31100	30200	28550	29350	28050	28900	27700	28350	30400	30350	29300	30950	28650	29950	31350	27800	29800	30400	29750	29000	30750	28700	28700	28500	30700	28050	30700	30050	28450	29450	29100	30100	29400	32000	29200
52700	47050	65500	14150	2400	4400	8100	0	16300	2800	3600	7200	7100	7200	6600	2850	3050	7700	1750	6100	4650	1900	1900	3050	6350	5950	3650	3800	2800	4550	2300	3350	2750	2900	3700	6650	2350	2800	6100	4400	3300	7450	3650	6250	3400	1500	2250	1000	2950	3750	1700	4600	7300	2950	6250	1850	4600	1700	2300	3650	6350	4750	11350	8000	8600	6700	10200	10850	8300	8500	10150	10150	9150	9500	9850	7400	8550	8300	8300	10800	10250	8400	7700	7350	10250	10150	9050	11350	7350	6750	7350	9700	8850	10100	7000	10200	9850	8350	6800	7500	8800	7050	8650	8850	8700	9750	6800	7000	9800	7650	8650	8900	7100	8050	7300	10300	6950	8150	10750	10100	10250	8750	7750	8100	9250	9850	6800	10750	11350	10700	7550	7950	10750	7100	8800	11000	8750	8800	8350	32300	33200	33250	33750	33800	34150	34100	34400	32900	33550	33100	33400	34800	34250	35600	32850	32450	34550	34300	33250	33800	32650	33600	33350	31950	35150	35550	33850	31900	32250	33250	31650	32850	32850	33850	33150	32300	34600	33100	33800	35350	32950	33500	33250	33600	32450	33800	32950	32450	33600	33450	32150	33450	34400	32750	33550	32950	33900	33350	35300	33400
61550	51100	68500	16650	15400	14200	14700	16350	0	16150	14650	13800	14450	12900	14200	14450	15850	14600	17850	12950	18050	16850	14750	17550	12050	12750	15250	19050	16100	14750	14100	16900	15450	16800	12750	12350	16150	13750	18850	15450	16650	14250	14600	13050	16450	17000	14600	15350	16900	14650	15150	12200	9050	17900	18950	14550	15500	17750	17450	14750	13200	11550	14200	10500	11100	11150	12850	13700	10900	11000	13000	12700	11650	12000	12350	10450	11100	10850	10900	13650	13100	10950	10500	10550	13100	12900	11550	14200	10550	11200	10550	12200	11350	12950	10850	13000	12400	10950	11250	10700	11350	10800	11200	11400	11250	12400	11250	10850	12300	10450	11250	11450	10900	10650	10600	13150	11050	10950	13600	12950	12750	11250	10550	11050	11750	12350	11100	13600	14200	13550	10300	10750	13600	10750	11300	13850	11250	11300	10900	35100	36000	37250	37500	37900	38200	36850	38300	36650	37100	37350	37900	38100	38000	38750	35600	35500	38300	38550	36000	37850	35200	37150	36200	36900	39150	38750	37650	35750	36550	35750	36600	35400	36000	38100	38050	36600	38150	35900	37150	38500	35500	37050	37550	37200	36700	38100	36450	36400	36200	38400	34900	38400	37750	35550	36600	36400	37400	36450	39350	36350
53050	49000	66650	15200	1850	4850	7950	2800	16150	0	2450	8250	6850	6600	6650	2600	2500	7350	2650	5850	3900	1700	1500	1600	6350	5800	3400	4100	50	4050	2100	3900	2450	2750	3650	6700	600	3650	5800	3950	2550	7000	4450	5800	2700	2150	2900	1800	750	2900	1150	4650	7100	2750	5950	1750	3800	2000	2500	2500	6200	4600	12350	9100	9550	7950	11000	11900	9250	9450	11150	10850	9900	10450	10500	8500	9500	9250	9250	11850	11250	9350	8700	8450	11250	11050	9750	12350	8450	7900	8400	10400	9650	11100	8250	11200	10550	9350	8050	8650	9600	8300	9650	9550	9650	10550	7850	8250	10500	8600	9650	9700	8200	9150	8350	11350	8050	9250	11400	11100	10900	9650	8750	9200	9900	10500	8000	11750	12400	11750	8600	9050	11800	8350	9650	12000	9700	9600	9300	33400	34300	35050	35550	35750	36150	35150	36450	34150	35400	35200	35500	36550	36050	36850	33800	33550	36400	36400	34300	35900	33500	35450	34400	33750	37200	37200	35550	33150	34350	33950	33850	33850	32450	34650	34900	34400	36300	34200	35450	36700	33700	35350	35350	35500	33250	35900	33550	33100	33700	35650	33200	35650	35150	33700	34600	34500	35700	34600	37400	34550
